'id';'code';'name';'parent_id/id'
'material.product_category_material_1_1_1_160';'160';'1.60mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_170';'170';'1.70mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_180';'180';'1.80mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_200';'200';'2.00mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_220';'220';'2.20mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_240';'240';'2.40mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_250';'250';'2.50mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_270';'270';'2.70mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_280';'280';'2.80mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_300';'300';'3.00mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_1_320';'320';'3.20mm板厚';'material.product_category_material_1_1_1'
'material.product_category_material_1_1_2_160';'160';'1.60mm板厚';'material.product_category_material_1_1_2'
'material.product_category_material_1_1_2_150';'150';'1.50mm板厚';'material.product_category_material_1_1_2'
'material.product_category_material_1_1_2_240';'240';'2.40mm板厚';'material.product_category_material_1_1_2'
'material.product_category_material_1_1_2_100';'100';'1.00mm板厚';'material.product_category_material_1_1_2'
'material.product_category_material_1_1_3_100';'100';'1.00mm板厚';'material.product_category_material_1_1_3'
'material.product_category_material_1_1_3_160';'160';'1.60mm板厚';'material.product_category_material_1_1_3'
'material.product_category_material_1_1_4_010';'010';'0.10mm(不含铜)板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_011';'011';'0.11mm(不含铜)板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_013';'013';'0.13mm(不含铜)板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_015';'015';'0.15mm(不含铜)板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_018';'018';'0.18mm(不含铜)板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_021';'021';'0.21mm(不含铜)板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_025';'025';'0.25mm(不含铜)板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_020';'020';'0.20mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_030';'030';'0.30mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_040';'040';'0.40mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_050';'050';'0.50mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_060';'060';'0.60mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_070';'070';'0.70mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_080';'080';'0.80mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_090';'090';'0.90mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_100';'100';'1.00mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_110';'110';'1.10mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_120';'120';'1.20mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_130';'130';'1.30mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_140';'140';'1.40mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_150';'150';'1.50mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_160';'160';'1.60mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_180';'180';'1.80mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_200';'200';'2.00mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_220';'220';'2.20mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_240';'240';'2.40mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_250';'250';'2.50mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_4_300';'300';'3.00mm板厚';'material.product_category_material_1_1_4'
'material.product_category_material_1_1_5_010';'010';'0.10mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_011';'011';'0.11mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_013';'013';'0.13mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_015';'015';'0.15mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_018';'018';'0.18mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_021';'021';'0.21mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_023';'023';'0.23mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_025';'025';'0.25mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_020';'020';'0.20mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_030';'030';'0.30mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_033';'033';'0.33mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_036';'036';'0.36mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_040';'040';'0.40mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_043';'043';'043mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_050';'050';'0.50mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_060';'060';'0.60mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_070';'070';'0.70mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_071';'071';'0.71mm(不含铜)板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_080';'080';'0.80mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_090';'090';'0.90mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_100';'100';'1.00mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_110';'110';'1.10mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_120';'120';'1.20mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_130';'130';'1.30mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_140';'140';'1.40mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_150';'150';'1.50mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_160';'160';'1.60mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_170';'170';'1.70mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_180';'180';'1.80mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_200';'200';'2.00mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_220';'220';'2.20mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_240';'240';'2.40mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_250';'250';'2.50mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_270';'270';'3.00mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_280';'280';'2.20mm板厚';'material.product_category_material_1_1_5'
'material.product_category_material_1_1_5_300';'300';'3.0mm板厚';'material.product_category_material_1_1_6'
'material.product_category_material_1_1_6_020';'020';'0.20mm板厚';'material.product_category_material_1_1_6'
'material.product_category_material_1_1_6_060';'060';'0.60mm板厚';'material.product_category_material_1_1_6'
'material.product_category_material_1_1_6_080';'080';'0.80mm板厚';'material.product_category_material_1_1_6'
'material.product_category_material_1_1_6_090';'090';'0.90mm板厚';'material.product_category_material_1_1_6'
'material.product_category_material_1_1_6_100';'100';'1.00mm板厚';'material.product_category_material_1_1_6'
'material.product_category_material_1_1_6_150';'150';'1.50mm板厚';'material.product_category_material_1_1_6'
'material.product_category_material_1_1_6_160';'160';'1.60mm板厚';'material.product_category_material_1_1_6'
'material.product_category_material_1_1_7_010';'010';'0.10mm(不含铜)板厚';'material.product_category_material_1_1_7'
'material.product_category_material_1_1_7_050';'050';'0.50mm板厚';'material.product_category_material_1_1_7'
'material.product_category_material_1_1_7_091';'091';'0.91mm(不含铜)板厚';'material.product_category_material_1_1_7'
'material.product_category_material_1_1_7_150';'150';'1.50mm板厚';'material.product_category_material_1_1_7'
'material.product_category_material_1_1_7_160';'160';'1.60mm板厚';'material.product_category_material_1_1_7'
'material.product_category_material_1_1_7_030';'030';'0.30mm板厚';'material.product_category_material_1_1_7'
'material.product_category_material_1_1_7_120';'120';'1.20mm板厚';'material.product_category_material_1_1_7'
'material.product_category_material_1_1_8_076';'076';'0.76mm(不含铜)板厚';'material.product_category_material_1_1_8'
'material.product_category_material_1_1_9_076';'076';'0.76mm(不含铜)板厚';'material.product_category_material_1_1_9'
'material.product_category_material_1_1_9_020';'‘020';'0.2mm板厚';'material.product_category_material_1_1_9'
'material.product_category_material_1_1_9_0145';'’0145';'0.145mm板厚';'material.product_category_material_1_1_9'
'material.product_category_material_1_1_10_080';'080';'0.80mm板厚';'material.product_category_material_1_1_10'
'material.product_category_material_1_1_10_300';'300';'3.00mm板厚';'material.product_category_material_1_1_10'
'material.product_category_material_1_1_10_160';'160';'1.60mm板厚';'material.product_category_material_1_1_10'
'material.product_category_material_1_1_11_040';'040';'0.40mm板厚';'material.product_category_material_1_1_11'
'material.product_category_material_1_1_11_150';'150';'1.50mm板厚';'material.product_category_material_1_1_11'
'material.product_category_material_1_1_11_200';'200';'2.00mm板厚';'material.product_category_material_1_1_11'
'material.product_category_material_1_1_11_100';'100';'1.00mm板厚';'material.product_category_material_1_1_11'
'material.product_category_material_1_1_11_250';'250';'2.50mm板厚';'material.product_category_material_1_1_11'
'material.product_category_material_1_1_12_008';'008';'0.80mm板厚';'material.product_category_material_1_1_12'
'material.product_category_material_1_1_12_100';'100';'1.00mm板厚';'material.product_category_material_1_1_12'
'material.product_category_material_1_1_12_150';'150';'1.50mm板厚';'material.product_category_material_1_1_12'
'material.product_category_material_1_1_12_200';'200';'2.00mm板厚';'material.product_category_material_1_1_12'
'material.product_category_material_1_1_12_300';'300';'3.00mm板厚';'material.product_category_material_1_1_12'
'material.product_category_material_1_1_13_080';'080';'0.80mm板厚';'material.product_category_material_1_1_13'
'material.product_category_material_1_1_14_010';'010';'0.10mm(不含铜)板厚';'material.product_category_material_1_1_14'
'material.product_category_material_1_1_14_020';'020';'0.20mm板厚';'material.product_category_material_1_1_14'
'material.product_category_material_1_1_14_050';'050';'0.50mm板厚';'material.product_category_material_1_1_14'
'material.product_category_material_1_1_14_025';'025';'0.25mm板厚';'material.product_category_material_1_1_14'
'material.product_category_material_1_1_15_011';'011';'0.11mm(不含铜)板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_010';'010';'0.10mm(不含铜)板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_021';'021';'0.21mm(不含铜)板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_030';'030';'0.30mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_034';'034';'0.34mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_040';'040';'0.40mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_050';'050';'0.50mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_060';'060';'0.60mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_070';'070';'0.70mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_080';'080';'0.80mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_090';'090';'0.90mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_100';'100';'1.00mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_120';'120';'1.20mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_130';'130';'1.30mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_150';'150';'1.50mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_160';'160';'1.60mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_200';'200';'2.00mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_15_240';'240';'2.40mm板厚';'material.product_category_material_1_1_15'
'material.product_category_material_1_1_16_010';'010';'0.10mm(不含铜)板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_011';'011';'0.11mm(不含铜)板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_015';'015';'0.15mm(不含铜)板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_018';'018';'0.18mm(不含铜)板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_013';'013';'0.13mm(不含铜)板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_020';'020';'0.20mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_021';'021';'0.21mm(不含铜)板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_024';'024';'0.24mm(不含铜)板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_025';'025';'0.25mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_030';'030';'0.30mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_035';'035';'0.35mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_040';'040';'0.40mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_044';'044';'0.44mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_045';'045';'0.45mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_050';'050';'0.50mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_057';'057';'0.57mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_060';'060';'0.60mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_064';'064';'0.64mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_065';'065';'0.65mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_067';'067';'0.67mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_070';'070';'0.70mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_074';'074';'0.74mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_080';'080';'0.80mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_082';'082';'0.82mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_090';'090';'0.90mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_100';'100';'1.00mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_110';'110';'1.10mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_120';'120';'1.20mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_130';'130';'1.30mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_140';'140';'1.40mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_150';'150';'1.50mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_160';'160';'1.60mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_170';'170';'1.70mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_180';'180';'1.80mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_200';'200';'2.00mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_220';'220';'2.20mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_230';'230';'2.30mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_240';'240';'2.40mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_250';'250';'2.50mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_260';'260';'2.60mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_270';'270';'2.70mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_280';'280';'2.80mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_16_300';'300';'3.00mm板厚';'material.product_category_material_1_1_16'
'material.product_category_material_1_1_17_020';'020';'0.20mm板厚(8mil)';'material.product_category_material_1_1_17'
'material.product_category_material_1_1_17_030';'030';'0.30mm板厚(12mil)';'material.product_category_material_1_1_17'
'material.product_category_material_1_1_17_032';'032';'0.32mm板厚(12.7mil)';'material.product_category_material_1_1_17'
'material.product_category_material_1_1_17_040';'040';'0.40mm板厚(16mil)';'material.product_category_material_1_1_17'
'material.product_category_material_1_1_17_050';'050';'0.50mm板厚(20mil)';'material.product_category_material_1_1_17'
'material.product_category_material_1_1_17_081';'081';'0.81mm板厚(32mil)';'material.product_category_material_1_1_17'
'material.product_category_material_1_1_17_152';'152';'1.52mm板厚(60mil)';'material.product_category_material_1_1_17'
'material.product_category_material_1_1_18_010';'010';'0.10mm板厚(4mil)';'material.product_category_material_1_1_18'
'material.product_category_material_1_1_18_016';'016';'0.16mm板厚(6.6mil)';'material.product_category_material_1_1_18'
'material.product_category_material_1_1_18_025';'025';'0.25mm板厚(10mil)';'material.product_category_material_1_1_18'
'material.product_category_material_1_1_18_033';'033';'0.33mm板厚(13.3mil)';'material.product_category_material_1_1_18'
'material.product_category_material_1_1_18_042';'042';'0.42mm板厚(16.6mil)';'material.product_category_material_1_1_18'
'material.product_category_material_1_1_18_050';'050';'0.50mm板厚(20mil)';'material.product_category_material_1_1_18'
'material.product_category_material_1_1_18_076';'076';'0.76mm板厚(30mil)';'material.product_category_material_1_1_18'
'material.product_category_material_1_1_18_152';'152';'1.52mm板厚(60mil)';'material.product_category_material_1_1_18'
'material.product_category_material_1_1_19_050';'050';'0.50mm板厚(20mil)';'material.product_category_material_1_1_19'
'material.product_category_material_1_1_19_012';'012';'0.12mm板厚(5mil)';'material.product_category_material_1_1_19'
'material.product_category_material_1_1_19_079';'079';'0.79mm板厚(31mil)';'material.product_category_material_1_1_19'
'material.product_category_material_1_1_19_025';'025';'0.25mm板厚(10mil)';'material.product_category_material_1_1_19'
'material.product_category_material_1_1_20_050';'050';'0.50mm板厚(20mil)';'material.product_category_material_1_1_20'
'material.product_category_material_1_1_21_064';'064';'0.64mm板厚(25mil)';'material.product_category_material_1_1_21'
'material.product_category_material_1_1_21_127';'127';'1.27mm板厚(50mil)';'material.product_category_material_1_1_21'
'material.product_category_material_1_1_22_317';'317';'3.17mm板厚';'material.product_category_material_1_1_22'
'material.product_category_material_1_1_23_025';'025';'0.25mm板厚(10mil)';'material.product_category_material_1_1_23'
'material.product_category_material_1_1_23_152';'152';'1.52mm板厚(60mil)';'material.product_category_material_1_1_23'
'material.product_category_material_1_1_24_076';'076';'0.76mm板厚';'material.product_category_material_1_1_24'
'material.product_category_material_1_1_24_305';'305';'3.05mm板厚';'material.product_category_material_1_1_24'
'material.product_category_material_1_1_24_196';'196';'1.96mm板厚';'material.product_category_material_1_1_24'
'material.product_category_material_1_1_24_013';'013';'0.13mm板厚';'material.product_category_material_1_1_24'
'material.product_category_material_1_1_24_1016';'1016';'1.016mm板厚';'material.product_category_material_1_1_24'
'material.product_category_material_1_1_25_076';'076';'0.76mm板厚';'material.product_category_material_1_1_25'
'material.product_category_material_1_1_25_078';'078';'0.78mm板厚';'material.product_category_material_1_1_25'
'material.product_category_material_1_1_25_114';'114';'1.14mm板厚';'material.product_category_material_1_1_25'
'material.product_category_material_1_1_26_127';'127';'1.27mm板厚';'material.product_category_material_1_1_26'
'material.product_category_material_1_1_26_178';'178';'1.78mm板厚';'material.product_category_material_1_1_26'
'material.product_category_material_1_1_26_050';'050';'0.50mm板厚';'material.product_category_material_1_1_26'
'material.product_category_material_1_1_27_025';'025';'0.25mm板厚';'material.product_category_material_1_1_27'
'material.product_category_material_1_1_27_050';'050';'0.50mm板厚';'material.product_category_material_1_1_27'
'material.product_category_material_1_1_28_025';'025';'0.25mm板厚';'material.product_category_material_1_1_28'
'material.product_category_material_1_1_28_051';'051';'0.51mm板厚';'material.product_category_material_1_1_28'
'material.product_category_material_1_1_28_076';'076';'0.76mm板厚';'material.product_category_material_1_1_28'
'material.product_category_material_1_1_28_078';'078';'0.78mm板厚';'material.product_category_material_1_1_28'
'material.product_category_material_1_1_28_127';'127';'1.27mm板厚';'material.product_category_material_1_1_28'
'material.product_category_material_1_1_28_157';'157';'1.57mm板厚';'material.product_category_material_1_1_28'
'material.product_category_material_1_1_28_317';'317';'3.17mm板厚';'material.product_category_material_1_1_28'
'material.product_category_material_1_1_29_162';'162';'1.62mm板厚';'material.product_category_material_1_1_29'
'material.product_category_material_1_1_30_025';'025';'0.25mm板厚';'material.product_category_material_1_1_30'
'material.product_category_material_1_1_30_050';'050';'0.50mm板厚';'material.product_category_material_1_1_30'
'material.product_category_material_1_1_31_233';'233';'2.33mm板厚';'material.product_category_material_1_1_31'
'material.product_category_material_1_1_31_152';'152';'1.52mm板厚';'material.product_category_material_1_1_31'
'material.product_category_material_1_1_32_078';'078';'0.78mm板厚';'material.product_category_material_1_1_32'
'material.product_category_material_1_1_32_050';'050';'0.50mm板厚';'material.product_category_material_1_1_32'
'material.product_category_material_1_1_32_025';'025';'0.25mm板厚';'material.product_category_material_1_1_32'
'material.product_category_material_1_1_33_076';'076';'0.76mm板厚';'material.product_category_material_1_1_33'
'material.product_category_material_1_1_34_076';'076';'0.76mm板厚';'material.product_category_material_1_1_34'
'material.product_category_material_1_1_34_152';'152';'1.52mm板厚';'material.product_category_material_1_1_34'
'material.product_category_material_1_1_34_050';'050';'0.50mm板厚';'material.product_category_material_1_1_34'
'material.product_category_material_1_1_35_063';'063';'0.63mm板厚';'material.product_category_material_1_1_35'
'material.product_category_material_1_1_36_152';'152';'1.52mm板厚';'material.product_category_material_1_1_36'
'material.product_category_material_1_1_36_076';'076';'0.76mm板厚';'material.product_category_material_1_1_36'
'material.product_category_material_1_1_36_063';'063';'0.63mm板厚';'material.product_category_material_1_1_36'
'material.product_category_material_1_1_37_050';'050';'0.50mm板厚';'material.product_category_material_1_1_37'
'material.product_category_material_1_1_37_025';'025';'0.25mm板厚';'material.product_category_material_1_1_37'
'material.product_category_material_1_1_37_076';'076';'0.76mm板厚';'material.product_category_material_1_1_37'
'material.product_category_material_1_1_39_081';'081';'0.81mm板厚';'material.product_category_material_1_1_39'
'material.product_category_material_1_1_40_127';'127';'1.27mm板厚';'material.product_category_material_1_1_40'
'material.product_category_material_1_1_40_050';'050';'0.50mm板厚';'material.product_category_material_1_1_40'
'material.product_category_material_1_1_40_025';'025';'0.25mm板厚';'material.product_category_material_1_1_40'
'material.product_category_material_1_1_40_076';'076';'0.76mm板厚';'material.product_category_material_1_1_40'
'material.product_category_material_1_1_40_070';'070';'0.70mm板厚';'material.product_category_material_1_1_40'
'material.product_category_material_1_1_41_050';'050';'0.50mm板厚';'material.product_category_material_1_1_41'
'material.product_category_material_1_1_41_025';'025';'0.25mm板厚';'material.product_category_material_1_1_41'
'material.product_category_material_1_1_41_076';'076';'0.76mm板厚';'material.product_category_material_1_1_41'
'material.product_category_material_1_1_41_147';'147';'1.47mm板厚';'material.product_category_material_1_1_41'
'material.product_category_material_1_1_42_050';'050';'0.50mm板厚';'material.product_category_material_1_1_42'
'material.product_category_material_1_1_42_025';'025';'0.25mm板厚';'material.product_category_material_1_1_42'
'material.product_category_material_1_1_42_076';'076';'0.76mm板厚';'material.product_category_material_1_1_42'
'material.product_category_material_1_1_42_030';'030';'0.30mm板厚';'material.product_category_material_1_1_42'
'material.product_category_material_1_1_42_020';'020';'0.20mm板厚';'material.product_category_material_1_1_42'
'material.product_category_material_1_1_42_152';'152';'1.52mm板厚';'material.product_category_material_1_1_42'
'material.product_category_material_1_1_43_050';'050';'0.50mm板厚';'material.product_category_material_1_1_43'
'material.product_category_material_1_1_43_025';'025';'0.25mm板厚';'material.product_category_material_1_1_43'
'material.product_category_material_1_1_43_152';'152';'1.52mm板厚';'material.product_category_material_1_1_43'
'material.product_category_material_1_1_43_149';'149';'1.49mm板厚';'material.product_category_material_1_1_43'
'material.product_category_material_1_1_43_063';'063';'0.63mm板厚';'material.product_category_material_1_1_43'
'material.product_category_material_1_1_44_076';'076';'0.76mm板厚';'material.product_category_material_1_1_44'
'material.product_category_material_1_1_44_317';'317';'3.17mm板厚';'material.product_category_material_1_1_44'
'material.product_category_material_1_1_44_050';'050';'0.50mm板厚';'material.product_category_material_1_1_44'
'material.product_category_material_1_1_44_152';'152';'1.52mm板厚';'material.product_category_material_1_1_44'
'material.product_category_material_1_1_44_203';'203';'2.03mm板厚';'material.product_category_material_1_1_44'
'material.product_category_material_1_1_45_076';'076';'0.76mm板厚';'material.product_category_material_1_1_45'
'material.product_category_material_1_1_45_152';'152';'1.52mm板厚';'material.product_category_material_1_1_45'
'material.product_category_material_1_1_45_101';'101';'1.01mm板厚';'material.product_category_material_1_1_45'
'material.product_category_material_1_1_46_152';'152';'1.52mm板厚';'material.product_category_material_1_1_46'
'material.product_category_material_1_1_46_076';'076';'0.76mm板厚';'material.product_category_material_1_1_46'
'material.product_category_material_1_1_46_050';'050';'0.50mm板厚';'material.product_category_material_1_1_46'
'material.product_category_material_1_1_46_157';'157';'1.57mm板厚';'material.product_category_material_1_1_46'
'material.product_category_material_1_1_47_076';'076';'0.76mm板厚';'material.product_category_material_1_1_47'
'material.product_category_material_1_1_47_050';'050';'0.50mm板厚';'material.product_category_material_1_1_47'
'material.product_category_material_1_1_48_076';'076';'0.76mm板厚';'material.product_category_material_1_1_48'
'material.product_category_material_1_1_48_050';'050';'0.50mm板厚';'material.product_category_material_1_1_48'
'material.product_category_material_1_1_48_078';'078';'0.78mm板厚';'material.product_category_material_1_1_48'
'material.product_category_material_1_1_49_127';'127';'1.27mm板厚';'material.product_category_material_1_1_49'
'material.product_category_material_1_1_49_152';'152';'1.52mm板厚';'material.product_category_material_1_1_49'
'material.product_category_material_1_1_50_157';'157';'1.57mm板厚';'material.product_category_material_1_1_50'
'material.product_category_material_1_1_50_149';'149';'1.49mm板厚';'material.product_category_material_1_1_50'
'material.product_category_material_1_1_50_060';'060';'0.60mm板厚';'material.product_category_material_1_1_50'
'material.product_category_material_1_1_50_076';'076';'0.76mm板厚';'material.product_category_material_1_1_50'
'material.product_category_material_1_1_50_102';'102';'1.02mm板厚';'material.product_category_material_1_1_50'
'material.product_category_material_1_1_51_157';'157';'1.57mm板厚';'material.product_category_material_1_1_51'
'material.product_category_material_1_1_52_076';'076';'0.76mm板厚';'material.product_category_material_1_1_52'
'material.product_category_material_1_1_53_076';'076';'0.76mm板厚';'material.product_category_material_1_1_53'
'material.product_category_material_1_1_54_076';'076';'0.76mm板厚';'material.product_category_material_1_1_54'
'material.product_category_material_1_1_54_050';'050';'0.50mm板厚';'material.product_category_material_1_1_54'
'material.product_category_material_1_1_54_025';'025';'0.25mm板厚';'material.product_category_material_1_1_54'
'material.product_category_material_1_1_55_076';'076';'0.76mm板厚';'material.product_category_material_1_1_55'
'material.product_category_material_1_1_55_012';'012';'0.12mm板厚';'material.product_category_material_1_1_55'
'material.product_category_material_1_1_55_236';'236';'2.36mm板厚';'material.product_category_material_1_1_55'
