"id","name","code"
"mtlcs_all.product_attribute_001","板材类型","ccl_type"
"mtlcs_all.product_attribute_002","阻焊颜色","solder_color"
"mtlcs_all.product_attribute_003","阻焊油墨","solder_format"
"mtlcs_all.product_attribute_004","字符颜色","legend_color"
"mtlcs_all.product_attribute_005","字符油墨","legend_format"






